user_id,viewed_at,view_type,schedule_id,watched_seconds
34592,2021-04-06 10:35:22,Replay,3363,2700.0
29152,2020-11-08 20:14:36,Replay,609,1584.0
3178,2020-11-14 19:36:42,Replay,304,180.0
18657,2020-10-26 21:29:11,Replay,3085,720.0
15611,2020-12-29 19:26:05,Replay,1768,1350.0
6705,2021-04-02 10:07:23,Live,2486,1080.0
7113,2021-02-22 10:59:45,Live,3191,1887.0
10024,2020-10-08 23:36:26,Replay,1383,240.0
4602,2021-05-21 12:45:05,Live,5734,1800.0
32025,2020-12-12 13:30:57,Replay,1537,60.0
9273,2021-04-28 10:06:23,Replay,4414,2100.0
33971,2021-03-03 19:31:08,Replay,3950,489.0
7816,2021-03-08 18:31:24,Replay,3976,70.0
28291,2021-01-06 08:39:50,Replay,3481,2467.715849689284
28532,2021-05-23 10:22:21,Replay,5734,1785.0
18764,2021-04-04 12:29:51,Live,3363,1459.2
11540,2020-10-20 11:05:21,Live,1291,420.0
13099,2021-04-09 18:49:20,Live,5479,1740.0
4281,2021-05-05 10:59:00,Live,4115,2483.335529086277
32211,2021-05-12 21:19:24,Replay,3183,1151.0
11309,2020-10-29 11:24:33,Replay,2859,1800.0
7001,2020-08-24 11:48:37,Replay,1490,480.0
21436,2021-05-16 12:15:59,Replay,4142,951.0
29055,2020-12-13 11:58:24,Replay,652,1500.0
4747,2021-02-16 21:52:51,Replay,4103,2594.108010709588
32211,2021-03-05 14:58:08,Replay,3183,1270.0
8411,2020-12-12 10:03:22,Replay,652,1740.0
10599,2021-01-14 13:41:33,Replay,1770,224.4
21377,2020-11-01 17:26:24,Replay,721,240.0
8666,2021-03-04 11:21:18,Replay,3950,2593.0
3849,2021-03-12 13:47:13,Replay,4133,1800.0
68,2021-01-01 10:34:05,Replay,3481,30.0
144,2021-03-19 13:34:24,Replay,1798,1412.3999999999999
15329,2020-11-20 00:11:07,Replay,397,540.0
68,2021-02-04 10:20:54,Replay,3481,154.5
11637,2020-11-01 19:46:57,Replay,202,1500.0
114,2021-04-11 10:55:35,Replay,3363,16.2
6155,2020-08-25 07:52:21,Replay,409,300.0
9887,2020-12-05 11:37:11,Replay,2865,1680.0
32523,2020-12-12 13:59:44,Live,802,2580.0
7989,2021-04-02 10:43:04,Replay,4815,480.0
33430,2021-03-12 19:12:33,Replay,4154,97.0
8985,2021-02-14 19:21:40,Replay,4809,180.0
28883,2021-01-12 20:22:05,Replay,1386,300.0
29049,2020-12-09 20:52:10,Replay,3397,438.0
24803,2021-01-01 19:45:04,Replay,378,1080.0
33106,2021-02-18 10:19:20,Replay,4910,7.0
30,2020-12-23 10:47:59,Live,4427,10.799999999999999
26233,2021-03-19 20:02:52,Replay,2880,1790.0
18048,2021-04-08 10:13:32,Replay,4137,742.0
3915,2020-12-25 10:05:06,Replay,1394,1800.0
8164,2020-09-28 20:28:53,Replay,41,2640.0
27509,2020-11-16 10:16:43,Replay,2275,2700.0
22864,2020-12-06 19:02:04,Replay,3397,373.5
10931,2020-12-30 16:07:38,Replay,1628,2700.0
29926,2020-11-15 13:27:07,Replay,2275,2700.0
34430,2021-04-17 14:57:52,Replay,4722,1711.0
9765,2021-02-10 20:12:12,Replay,3921,271.0
26338,2021-05-08 12:30:05,Replay,5580,966.0
13895,2021-01-16 20:35:18,Replay,3103,1320.0
30230,2020-11-22 20:31:54,Replay,257,2640.0
33692,2021-02-06 17:44:52,Replay,3596,1800.0
7251,2021-01-03 14:10:31,Replay,428,1740.0
13179,2020-10-25 11:16:42,Replay,643,1795.5223896649936
25915,2021-04-02 21:15:14,Replay,4987,4.0
5412,2020-10-12 13:03:13,Replay,2809,240.0
9410,2021-01-21 15:05:11,Replay,3564,6.0
13297,2021-01-08 00:23:26,Replay,429,1680.0
10986,2021-02-11 13:50:30,Replay,3597,1718.944627273181
30710,2020-12-16 21:23:11,Replay,2821,648.0
33646,2021-02-26 10:23:47,Replay,3289,36.0
31615,2021-01-31 11:48:40,Live,3354,107.39999999999999
9810,2020-12-01 13:46:29,Replay,3283,1740.0
19049,2020-10-26 17:40:30,Live,1121,108.0
11776,2021-03-06 10:49:58,Replay,4407,1140.0
30604,2021-03-17 20:22:30,Replay,4155,1635.8090143135526
13297,2021-02-08 21:01:07,Replay,1540,2700.0
26707,2021-02-03 13:41:05,Replay,3188,2552.0
13741,2021-02-19 13:15:34,Live,2876,60.0
11131,2020-12-28 12:43:18,Replay,2012,2400.0
4376,2020-11-22 15:04:33,Replay,1503,1800.0
5872,2020-09-16 01:36:14,Replay,838,2700.0
8372,2021-03-05 20:38:12,Replay,5156,2439.55253692581
4804,2021-01-05 09:14:59,Live,1793,300.0
31308,2021-05-05 19:14:58,Replay,3632,1800.0
36166,2021-05-18 08:49:09,Live,5620,60.0
29335,2020-11-26 10:11:04,Replay,1504,1800.0
29153,2020-11-23 18:30:47,Replay,3130,60.0
5357,2021-01-04 09:56:55,Live,3288,1500.0
29643,2020-11-26 11:25:57,Replay,373,1044.0
2020,2020-10-22 07:54:07,Replay,367,1080.0
10021,2020-10-09 08:57:05,Replay,642,1680.0
35455,2021-05-10 19:05:37,Replay,211,1800.0
3006,2021-05-09 17:15:30,Replay,5272,12.0
11273,2021-02-14 12:29:29,Replay,3513,12.0
5523,2021-02-12 11:32:51,Replay,2874,1741.1963755884249
18520,2020-10-25 21:01:23,Replay,418,120.0
22707,2020-10-27 12:54:50,Live,1316,60.0
5377,2020-12-16 10:59:43,Live,1919,3566.7093811299605
4156,2020-11-23 08:23:08,Replay,347,1800.0
10789,2021-03-19 17:48:58,Replay,4567,38.0
12840,2020-11-01 18:20:23,Replay,3113,2551.205315138292
4458,2021-02-25 20:44:36,Live,2072,2700.0
5391,2021-04-26 10:45:38,Replay,4571,9.0
28337,2021-05-26 16:55:08,Replay,706,2700.0
24844,2021-03-28 11:51:26,Live,3362,85.2
6164,2021-03-11 20:20:24,Replay,4812,22.0
24844,2020-12-04 07:00:32,Replay,2278,1116.0
24844,2021-03-28 12:29:07,Live,3362,1057.8
33295,2021-04-12 20:29:32,Live,3982,1740.0
22537,2020-11-03 18:35:12,Replay,3114,2447.2670024489244
12005,2020-10-30 19:59:58,Replay,2954,1740.0
20111,2021-03-08 20:13:21,Replay,214,62.0
29584,2021-05-18 12:01:29,Replay,3114,569.0
4602,2021-02-04 13:29:06,Live,4636,1740.0
28969,2020-12-21 10:54:46,Replay,3286,1658.4183050478955
5521,2021-01-20 13:21:33,Replay,354,1800.0
32434,2021-01-27 20:43:43,Live,4227,2220.0
30,2021-02-26 16:51:51,Replay,4982,419.0
68,2021-04-22 17:57:03,Replay,4622,170.0
293,2020-09-16 19:42:59,Replay,438,180.0
27947,2021-02-08 11:13:55,Replay,3856,1800.0
28112,2020-12-16 18:44:35,Live,287,2700.0
33120,2021-04-19 18:57:51,Replay,5476,37.0
29732,2020-12-19 12:41:30,Replay,3479,870.0
17739,2020-10-25 09:51:05,Live,3050,411.0
293,2020-08-27 17:32:23,Replay,115,390.0
2883,2020-11-12 19:44:34,Live,2057,2640.0
11070,2020-12-02 11:41:12,Replay,3120,840.0
4376,2021-05-09 09:56:00,Replay,4416,7.0
3839,2021-03-26 20:44:32,Live,4848,2520.0
29576,2020-11-25 12:44:33,Replay,245,1260.0
31727,2020-12-18 18:26:25,Replay,827,2700.0
33817,2021-03-12 13:44:54,Live,2879,1800.0
29883,2021-02-03 10:44:36,Live,4868,734.7894782152362
27680,2021-05-07 12:03:34,Replay,4416,1926.0
3839,2021-03-26 21:30:06,Replay,4848,696.0
6559,2021-05-06 17:56:05,Replay,2081,503.0
4602,2021-01-31 16:25:38,Replay,4452,2700.0
10047,2020-11-16 21:22:43,Replay,3340,1260.0
26848,2021-04-27 12:39:43,Live,5232,2400.0
15836,2021-02-21 19:45:54,Replay,3624,1080.0
29156,2021-05-05 15:46:44,Replay,4141,374.0
26848,2020-12-12 20:07:05,Replay,877,2700.0
9475,2021-05-24 20:37:06,Replay,3936,2023.8687158113767
6191,2020-08-25 11:30:16,Replay,661,60.0
29904,2020-12-18 01:10:56,Replay,2010,420.0
31727,2021-05-19 07:50:05,Replay,3255,1680.0
4151,2020-12-15 18:28:33,Replay,3399,386.5
4098,2021-04-07 21:05:53,Replay,4696,330.0
30604,2021-02-22 20:08:12,Replay,3624,1783.146575509703
29575,2020-12-13 19:29:36,Replay,1791,1548.0
4098,2021-03-04 19:52:13,Replay,4539,30.5
28930,2020-11-24 20:13:30,Replay,3230,1740.0
13739,2020-10-21 00:12:49,Replay,2579,1740.0
33245,2021-03-25 12:09:45,Replay,4985,2100.0
9376,2021-02-22 19:44:19,Live,3949,2640.0
9887,2020-11-16 10:07:03,Replay,698,60.0
34259,2021-04-25 20:21:18,Replay,5270,1620.0
8775,2021-01-23 20:44:58,Replay,1512,1754.7263921837612
36404,2021-05-08 13:00:48,Replay,5172,2579.0
27311,2020-12-22 20:34:10,Replay,3062,60.0
12976,2021-05-16 21:00:09,Replay,2083,2580.0
4272,2020-11-30 13:32:48,Replay,825,1620.0
6714,2021-04-26 09:12:49,Replay,2885,1800.0
31622,2021-01-13 18:32:18,Replay,3164,180.0
25332,2021-01-09 08:40:19,Replay,56,2551.4423589946246
25332,2021-02-02 13:42:59,Replay,4689,1399.2
4110,2021-01-21 10:58:42,Replay,843,2700.0
27311,2021-01-11 13:26:48,Replay,56,1080.0
27543,2021-02-12 11:10:08,Live,4404,600.0
9639,2020-12-13 12:51:06,Replay,2820,1584.0
23893,2021-04-03 12:02:45,Replay,4084,3.0
9483,2020-11-28 13:59:24,Live,800,2640.0
31421,2021-01-18 18:16:19,Live,4434,576.0
13495,2021-01-16 13:59:04,Live,807,2700.0
33466,2021-01-30 16:09:46,Replay,4152,188.0
8920,2021-04-29 12:57:31,Replay,3141,360.0
22744,2021-01-10 14:52:55,Replay,1673,936.0
33752,2021-05-14 18:09:53,Replay,4822,68.0
8920,2021-03-04 13:35:36,Replay,3141,419.5
35890,2021-04-04 12:19:36,Replay,4849,240.0
28851,2020-11-06 10:48:56,Replay,1501,1140.0
19714,2021-02-14 19:49:38,Replay,3701,142.0
7811,2021-02-20 20:29:06,Replay,3727,2700.0
34376,2021-03-05 13:44:03,Live,2878,1740.0
8920,2021-03-04 13:15:03,Replay,3141,393.0
26645,2020-12-10 13:44:47,Live,3434,1680.0
27487,2020-12-11 09:32:38,Replay,3438,600.0
22277,2020-11-11 18:31:25,Replay,1123,1680.0
11166,2021-05-13 12:16:59,Replay,3855,833.4455353222222
21446,2020-12-04 19:25:07,Replay,374,180.0
8920,2021-03-12 15:28:12,Replay,3141,364.5
33218,2020-12-09 19:42:58,Replay,1126,36.0
9410,2021-01-14 08:59:35,Live,2284,1548.0
3658,2020-12-23 18:32:02,Live,288,1920.0
5215,2020-08-25 09:03:48,Replay,1519,360.0
12809,2021-01-19 08:46:15,Live,1794,72.0
8874,2020-09-26 09:29:46,Replay,515,1740.0
19967,2020-12-02 19:02:04,Replay,650,1140.0
4118,2020-08-31 11:46:44,Replay,737,3600.0
8434,2021-04-12 14:24:15,Replay,4850,23.0
9079,2021-02-06 12:14:44,Replay,350,1080.0
17530,2020-10-24 09:20:18,Replay,1385,120.0
35091,2021-04-28 09:03:39,Replay,5481,1737.0114141089334
35665,2021-05-16 20:14:12,Replay,5554,1620.0
26400,2021-05-26 11:46:46,Replay,4228,2618.077372969365
27851,2020-12-13 19:05:26,Replay,3429,2460.0
3355,2020-10-30 12:45:01,Live,2860,1440.0
4696,2020-12-09 20:44:41,Live,234,2580.0
18350,2021-03-31 10:35:49,Replay,4873,101.25
10762,2021-04-20 14:15:12,Replay,5480,54.0
25018,2021-03-03 20:44:16,Live,4232,2460.0
3849,2020-08-25 11:19:29,Replay,1210,2700.0
33466,2021-02-11 19:16:38,Replay,3623,7.5
6658,2020-11-16 08:40:36,Replay,3172,1140.0
5832,2021-02-15 19:52:53,Replay,3189,2700.0
25332,2021-03-22 10:22:06,Replay,3414,3785.113243739504
10762,2021-03-10 09:55:40,Replay,5157,39.0
8352,2020-11-02 20:02:06,Replay,88,2400.0
15203,2021-01-10 12:29:18,Live,3351,1080.6
29505,2020-12-08 20:14:43,Live,52,2700.0
24844,2021-02-08 19:40:22,Replay,3189,385.0
29049,2020-11-30 19:02:43,Replay,3414,60.0
6168,2020-11-14 11:52:25,Live,3172,1260.0
10762,2021-05-17 16:17:44,Replay,334,1016.4
28816,2020-11-29 19:09:26,Live,3414,1350.0
4625,2021-05-14 19:16:42,Replay,2492,240.0
6374,2020-10-26 08:57:28,Replay,334,1080.0
28816,2020-11-29 19:09:54,Live,3414,1380.0
10762,2021-05-28 18:17:30,Replay,5683,1049.291066585428
33888,2021-05-02 12:35:09,Replay,5361,2.0
4962,2020-12-04 10:32:21,Replay,285,360.0
34592,2021-04-16 09:04:31,Replay,3606,1044.0
10133,2020-09-07 12:44:35,Live,1064,240.0
15435,2021-01-15 12:15:16,Replay,2017,2700.0
35171,2021-05-18 19:35:35,Replay,5067,1796.0
4143,2021-03-02 13:52:47,Replay,3244,1739.0
29246,2021-04-14 09:30:11,Replay,4111,180.0
7228,2021-05-12 18:45:04,Replay,5273,100.0
3955,2021-04-21 08:32:03,Replay,1121,1548.0
9765,2021-01-31 12:29:14,Live,3354,1107.0
3563,2020-11-23 11:41:33,Replay,1667,150.0
4034,2021-02-09 11:14:13,Live,4488,1620.0
33328,2021-03-04 12:41:11,Replay,3597,1029.7953484340717
21446,2021-01-23 18:28:55,Replay,3672,412.0
26107,2021-02-12 08:47:11,Replay,4488,1584.0
31451,2021-01-04 19:02:45,Live,1156,60.0
27691,2020-12-03 19:34:11,Replay,714,180.0
7581,2020-08-31 18:40:57,Live,1138,240.0
24614,2021-01-05 23:44:12,Replay,1156,960.0
5898,2021-03-19 18:44:34,Live,4814,2700.0
5241,2020-10-25 18:29:07,Live,3049,5340.0
19639,2020-11-29 12:23:20,Replay,3432,1740.0
25288,2021-03-11 20:37:26,Replay,4106,3.0
8225,2021-02-05 19:44:34,Live,4303,2580.0
33591,2021-04-25 22:35:31,Replay,5551,116.0
9594,2021-04-17 16:11:40,Replay,1887,1111.0
4317,2020-12-07 19:38:44,Replay,876,1116.0
31482,2020-12-15 19:53:03,Replay,3477,1440.0
9711,2020-09-17 18:44:11,Live,2193,1620.0
31797,2020-12-17 21:31:48,Replay,3540,396.0
33364,2021-01-17 13:10:49,Replay,380,1080.0
11825,2020-10-20 19:10:22,Live,45,480.0
15,2020-08-31 14:14:24,Replay,510,60.0
35452,2021-04-26 12:18:51,Replay,2489,570.0
6188,2020-12-01 14:49:13,Replay,1767,216.0
34143,2021-02-04 19:38:40,Replay,4588,1740.0
34528,2021-03-01 20:07:20,Replay,3358,72.6
3516,2021-03-05 19:38:53,Replay,5152,2700.0
8372,2020-11-20 13:48:54,Replay,2058,2160.0
12813,2021-01-16 13:56:55,Replay,380,1800.0
9852,2021-02-09 10:36:02,Replay,2280,1620.0
23998,2020-12-12 11:43:18,Replay,3513,3600.0
27446,2021-05-12 20:16:32,Replay,3609,1740.0
30616,2020-12-01 19:33:59,Live,51,120.0
3564,2021-05-21 18:11:59,Replay,3513,1739.8597139584026
29924,2021-02-23 21:10:22,Replay,4612,1800.0
9376,2020-08-26 09:55:59,Replay,140,1740.0
12465,2020-10-27 20:43:02,Replay,2908,2100.0
4,2021-04-24 19:42:45,Replay,2080,2589.0
33384,2021-05-07 07:17:29,Replay,2961,60.0
3895,2020-09-21 12:22:48,Replay,2194,2534.0227044852813
5241,2020-11-16 08:59:37,Live,3174,1368.0
15500,2020-10-23 11:47:49,Replay,418,600.0
33691,2021-01-25 13:32:54,Replay,2058,2555.570932108633
7581,2020-11-01 17:09:25,Live,3086,180.0
24499,2020-12-25 19:08:01,Replay,2961,60.0
7546,2020-10-23 11:40:30,Replay,2908,1080.0
68,2020-12-31 10:00:30,Replay,3480,270.0
28776,2020-12-12 19:51:19,Replay,2269,2445.489042143987
30777,2021-03-05 18:06:57,Live,4812,180.0
94,2021-01-23 22:48:24,Replay,3802,2290.0
32664,2021-02-08 19:15:56,Replay,4694,36.0
13930,2021-02-15 15:06:37,Replay,3947,5.0
29584,2020-12-23 13:20:39,Replay,376,1774.9084070246618
5348,2020-08-24 19:33:05,Replay,1514,720.0
30777,2021-03-05 18:44:51,Live,4812,2040.0
32063,2021-02-24 20:03:28,Replay,4871,486.0
30,2020-11-27 21:19:37,Replay,3153,114.0
30035,2021-03-15 19:03:55,Replay,3951,2460.0
34676,2021-04-29 13:29:37,Live,5605,1800.0
9070,2021-03-28 12:29:55,Live,3362,1081.8
16164,2020-11-02 12:27:02,Replay,369,1044.0
29338,2021-04-28 10:25:05,Replay,4622,1800.0
113,2020-12-03 14:02:39,Live,3437,180.0
32444,2020-12-24 12:52:25,Replay,352,900.0
25332,2020-12-23 15:49:45,Replay,54,360.0
24734,2020-11-26 20:24:24,Replay,3142,1140.0
16977,2020-11-18 20:42:16,Live,231,2580.0
6767,2021-03-15 20:35:36,Replay,5162,2700.0
29138,2021-01-02 12:19:33,Replay,705,1500.0
9167,2020-10-16 08:39:15,Replay,2005,900.0
35947,2021-05-23 15:10:08,Replay,5257,320.4
28240,2021-02-06 13:51:21,Replay,4636,1740.0
5410,2021-04-19 20:13:27,Replay,5065,1745.7856648321142
34707,2021-05-20 18:39:52,Live,5257,2400.0
10712,2020-12-04 20:14:18,Replay,3437,1680.0
8056,2021-05-23 14:28:31,Replay,4856,739.0
30689,2020-12-07 21:28:57,Live,1625,2498.916082810944
12373,2020-11-23 09:45:25,Replay,536,60.0
8056,2021-05-21 19:26:03,Live,4856,1560.0
114,2020-11-16 08:58:43,Replay,3120,1704.426307940859
3348,2020-10-16 08:43:12,Replay,44,2700.0
32419,2021-05-17 18:14:47,Replay,4644,68.0
23440,2020-11-06 19:25:08,Replay,2861,1200.0
10712,2020-11-02 19:28:00,Replay,1137,2580.0
36316,2021-05-22 22:12:54,Replay,4856,2.0
24608,2020-12-15 11:13:32,Replay,3181,1762.0
17603,2021-02-20 16:33:27,Replay,4305,2580.0
25946,2021-05-11 11:07:07,Replay,4141,14.0
30376,2021-01-02 19:36:25,Replay,655,1680.0
10200,2021-02-03 08:17:46,Replay,4832,1684.4446836735726
11306,2021-01-20 19:52:51,Replay,3505,1740.0
13099,2021-03-02 09:14:49,Live,1797,1512.0
25775,2020-11-25 07:35:14,Replay,3157,900.0
19052,2020-11-01 12:09:07,Replay,3115,2460.0
3552,2021-03-31 19:16:03,Replay,3928,255.0
24987,2021-01-14 14:49:16,Replay,3523,1140.0
27659,2021-01-29 14:13:04,Replay,3971,1745.0
24492,2020-11-07 19:06:58,Replay,370,1044.0
4056,2021-01-08 18:58:39,Replay,2870,180.0
27659,2021-01-27 13:33:00,Replay,3971,660.0
10471,2021-04-30 19:12:30,Replay,4415,2039.0
31033,2021-05-22 19:40:10,Replay,4989,2100.0
9722,2020-12-27 12:02:38,Replay,427,540.0
30696,2021-05-25 20:23:56,Replay,5694,76.2
30707,2020-11-14 15:44:53,Live,848,1548.0
34740,2021-05-20 15:21:00,Replay,4091,286.0
30292,2020-11-30 20:30:29,Replay,3167,1044.0
8616,2020-10-12 18:07:19,Replay,2904,60.0
35311,2021-05-13 19:47:31,Replay,5435,1586.0
23893,2021-02-28 10:34:42,Replay,3599,225.0
31033,2021-05-24 16:46:28,Replay,4989,1960.0
34676,2021-04-02 18:54:26,Replay,4619,242.0
6019,2021-05-24 19:48:40,Live,5694,300.0
4056,2021-01-08 21:11:47,Replay,2870,60.0
18864,2021-05-14 09:04:14,Replay,5435,240.0
10618,2020-12-30 14:53:31,Replay,55,2640.0
13179,2020-10-30 15:13:14,Replay,150,840.0
29584,2021-04-14 13:11:33,Replay,3930,659.0
8586,2020-12-01 21:14:04,Live,1868,2700.0
28093,2021-05-04 19:35:31,Replay,4989,2072.0
19052,2020-11-01 10:29:44,Replay,3115,60.0
9483,2020-10-10 12:59:26,Live,793,2700.0
6705,2021-05-19 09:44:34,Live,4883,2700.0
18864,2021-05-14 10:03:17,Replay,5435,1500.0
6019,2021-04-17 20:07:31,Replay,4496,2699.0
3178,2021-01-09 20:28:23,Replay,2870,60.0
36176,2021-05-11 19:41:30,Replay,5410,2037.0
7151,2021-03-06 20:02:52,Replay,5160,17.0
34504,2021-03-16 20:40:52,Replay,200,179.0
17192,2021-05-10 19:29:12,Replay,4854,2700.0
27245,2020-12-08 21:14:14,Live,1869,2700.0
10074,2021-05-17 18:43:24,Replay,5411,1132.0
8920,2020-12-02 20:00:40,Replay,3396,456.0
8948,2021-04-12 20:32:53,Replay,3956,11.0
11031,2020-11-14 19:38:35,Replay,421,1560.0
10972,2021-01-25 22:47:37,Replay,3400,900.0
4568,2020-12-12 10:36:23,Replay,2013,2700.0
14079,2020-12-19 12:29:01,Live,3431,180.0
25773,2021-02-01 11:41:17,Replay,3724,2462.6125696419094
19510,2021-04-27 11:20:38,Replay,4968,660.0
9878,2020-11-03 13:15:25,Replay,2055,2700.0
9410,2021-03-02 20:14:10,Live,4080,1680.0
18064,2021-04-13 22:46:23,Replay,3956,239.0
13191,2021-02-19 14:29:22,Live,4640,1800.0
29822,2021-05-13 20:13:23,Replay,4854,2680.938700802098
19485,2021-04-18 11:55:49,Replay,3956,2558.0
15541,2021-05-20 17:58:08,Replay,5411,2700.0
9410,2020-12-02 13:44:03,Live,3498,1800.0
29241,2020-12-07 18:06:06,Replay,3475,2452.1071380252306
5858,2021-03-21 18:16:28,Replay,5166,2700.0
28378,2020-12-15 18:18:09,Replay,1153,780.0
30403,2020-12-15 12:38:34,Replay,3516,2486.9519619390453
30108,2020-12-01 11:50:39,Replay,3058,1800.0
14646,2020-10-23 16:08:57,Live,2199,144.0
13345,2020-10-30 21:04:58,Replay,2100,1620.0
21820,2021-05-23 11:30:55,Replay,5411,2700.0
14134,2021-03-26 14:45:39,Replay,4109,11.5
29086,2020-11-09 10:53:38,Replay,1788,540.0
4156,2020-10-26 19:30:02,Replay,2463,3480.0
9410,2021-05-28 12:25:57,Replay,1893,3.0
36345,2021-05-27 19:25:50,Replay,3612,1796.4212066341183
7864,2021-05-19 07:23:13,Replay,5411,1191.0
22048,2021-01-16 14:01:37,Replay,1147,2700.0
10515,2020-10-18 10:54:40,Replay,719,2580.0
21287,2021-03-03 21:34:41,Replay,4182,49.0
29639,2021-05-16 12:09:26,Replay,5483,1641.9310129325897
3552,2021-03-12 15:44:16,Replay,3854,1.5
34806,2021-03-04 16:55:14,Replay,3600,125.0
8732,2021-04-03 15:13:26,Replay,4849,1603.0
31713,2021-04-12 00:34:46,Replay,5117,180.0
11088,2020-10-19 16:53:11,Replay,818,300.0
19171,2020-10-25 11:52:04,Live,2554,360.0
31713,2021-04-12 00:58:44,Replay,5117,120.0
13970,2020-10-24 12:42:32,Live,795,60.0
28268,2020-11-01 12:52:47,Replay,2273,450.0
4497,2021-04-28 11:35:53,Replay,5433,212.0
30625,2020-12-07 08:59:42,Live,1669,1620.0
20837,2020-10-30 09:24:27,Replay,2273,72.0
26427,2020-11-03 08:05:57,Replay,2675,600.0
21611,2021-01-28 21:29:36,Replay,3880,825.0
13655,2021-04-08 00:40:53,Replay,1886,23.0
6714,2021-04-27 08:34:57,Replay,2829,2700.0
11369,2021-01-26 22:22:03,Replay,3239,1800.0
10471,2020-10-24 19:31:14,Replay,1499,1320.0
10806,2021-03-14 11:59:06,Live,5307,874.8
29396,2020-12-08 10:03:49,Replay,1065,1800.0
30,2020-11-19 22:36:46,Replay,2106,36.0
5348,2020-10-23 16:24:04,Replay,1385,1440.0
10762,2021-03-28 13:27:36,Replay,332,1080.0
11734,2021-01-09 12:25:03,Replay,3488,2700.0
8359,2021-02-08 18:29:13,Replay,854,1540.6807745639464
3183,2021-02-08 21:35:36,Replay,3973,1635.1218612715588
36051,2021-04-21 19:42:08,Replay,5364,180.0
9478,2021-04-18 10:07:51,Replay,5455,1740.0
4017,2020-09-02 11:41:01,Replay,1284,2700.0
8948,2021-04-24 12:58:11,Replay,5119,1580.0
11611,2021-04-05 20:21:15,Replay,4721,2581.8481458564693
31187,2021-02-06 20:11:23,Replay,4403,1800.0
27315,2021-01-06 13:07:35,Replay,1394,840.0
28636,2021-02-24 21:13:56,Replay,1880,2687.0
30782,2020-11-29 13:37:51,Replay,3462,1020.0
4568,2020-12-31 09:05:58,Replay,4427,810.0
9492,2021-03-22 13:45:51,Replay,4541,2629.339204851917
4511,2020-10-19 19:53:58,Replay,1569,2700.0
28391,2020-12-31 10:15:28,Replay,3397,87.0
16760,2021-03-18 18:39:40,Replay,4541,9.5
2020,2021-02-04 09:44:04,Live,3622,1691.996605066132
30463,2020-11-30 20:42:46,Replay,3397,1766.9292768250132
35068,2021-04-24 11:07:19,Replay,4852,1079.0
8385,2020-09-13 11:40:43,Replay,1064,60.0
5303,2020-11-29 18:03:05,Live,3414,540.0
18737,2021-05-09 10:50:06,Replay,4316,531.0
26428,2021-04-05 19:14:25,Replay,5061,1770.8189651144473
13924,2021-02-21 12:28:52,Live,3357,2700.0
9887,2020-10-26 09:11:30,Replay,3056,1640.6306180138781
33646,2021-01-15 11:25:30,Replay,3483,1440.0
18672,2021-03-23 17:34:16,Replay,4184,1320.0
4497,2020-11-24 09:03:03,Live,1790,1116.0
31059,2021-05-23 20:02:46,Replay,5769,2040.0
30357,2020-11-30 20:47:35,Replay,3432,840.0
32136,2021-04-24 11:27:12,Replay,4879,93.60000000000001
9536,2021-05-09 20:36:30,Replay,3253,1655.0
27715,2021-04-28 20:01:21,Replay,3932,2053.670302518048
9545,2020-10-23 07:32:46,Replay,1813,1512.0
7818,2021-02-15 20:10:47,Replay,4488,2700.0
7818,2021-01-09 17:44:20,Live,881,2640.0
2601,2020-10-09 09:33:45,Replay,366,1044.0
91,2021-03-25 20:38:45,Live,2076,2280.0
13484,2021-02-23 22:53:45,Replay,3597,1044.0
33542,2021-03-08 20:13:38,Replay,4155,1430.0
32616,2021-03-01 14:34:02,Live,3924,1620.0
10439,2021-05-01 19:48:22,Replay,2809,152.0
10762,2021-04-15 16:32:20,Replay,3632,457.0
5872,2020-08-23 14:32:57,Replay,834,2700.0
3527,2021-04-27 08:43:08,Replay,5551,2640.0
31590,2021-03-29 19:32:30,Replay,4410,2040.0
27487,2021-01-02 10:31:27,Replay,1395,1705.2585655602795
3267,2021-04-18 11:09:44,Replay,5269,2673.0
21446,2020-11-12 19:22:07,Replay,371,360.0
30372,2021-02-02 16:48:54,Replay,1129,2569.869462186864
17739,2021-05-03 20:47:20,Replay,4190,1740.0
31059,2021-04-23 12:21:02,Replay,5550,288.0
31825,2021-05-22 18:31:55,Replay,1155,2640.0
30936,2021-01-01 14:36:36,Replay,3099,2436.571419062895
5898,2020-11-26 09:43:51,Live,348,1044.0
5898,2021-05-23 09:19:25,Live,5485,708.0
22124,2020-10-26 10:36:20,Live,2674,60.0
27853,2020-12-26 19:20:32,Replay,2015,60.0
31219,2021-03-25 10:58:46,Replay,3602,1058.980833603188
33204,2021-05-08 12:20:17,Replay,4651,1331.0
31086,2021-02-03 12:50:48,Replay,3240,539.0
33330,2021-04-11 13:52:55,Replay,3602,1742.810495478514
17893,2020-12-09 19:59:55,Replay,3491,2700.0
10887,2021-02-19 20:31:48,Replay,4304,2698.0
10074,2021-03-19 18:40:12,Replay,4567,85.0
32214,2021-04-05 10:04:16,Replay,4311,2640.0
32061,2021-02-10 12:41:41,Replay,4704,13.799999999999999
5075,2021-04-02 20:22:06,Replay,4646,1800.0
13026,2021-01-14 20:21:44,Replay,706,2664.1859427308987
13779,2020-10-23 20:58:16,Replay,3057,1736.823648925676
31443,2021-01-26 13:33:52,Replay,1771,47.4
30136,2021-02-18 19:53:00,Replay,4981,1812.0
