schedule_id,start_time,end_time,duration_seconds,course_id,teacher_id
768,2020-10-10 11:15:00,2020-10-10 12:00:00,45,31,13
766,2020-09-26 11:15:00,2020-09-26 12:00:00,45,31,13
842,2020-10-03 15:00:00,2020-10-03 15:45:00,45,8,18
1011,2020-08-24 10:00:00,2020-08-24 10:45:00,45,41,21
878,2020-12-19 16:00:00,2020-12-19 16:45:00,45,3,6
1871,2020-12-22 19:30:00,2020-12-22 20:15:00,45,41,21
1136,2020-08-17 18:00:00,2020-08-17 18:45:00,45,43,13
1110,2020-08-10 17:00:00,2020-08-10 17:45:00,45,8,18
1797,2021-03-02 07:30:00,2021-03-02 08:15:00,45,11,29
793,2020-10-10 12:15:00,2020-10-10 13:00:00,45,39,44
800,2020-11-28 12:15:00,2020-11-28 13:00:00,45,39,44
1527,2020-09-26 17:00:00,2020-09-26 17:45:00,45,46,42
691,2020-09-25 18:00:00,2020-09-25 18:45:00,45,28,45
1178,2020-12-14 19:00:00,2020-12-14 19:30:00,30,23,8
665,2020-09-18 17:00:00,2020-09-18 17:45:00,45,37,7
658,2020-07-31 17:00:00,2020-07-31 17:45:00,45,37,7
518,2020-10-15 21:00:00,2020-10-15 21:30:00,30,33,43
714,2020-09-11 19:00:00,2020-09-11 19:45:00,45,38,43
532,2020-07-31 08:30:00,2020-07-31 09:30:00,60,12,6
654,2020-12-25 13:15:00,2020-12-25 13:45:00,30,34,45
1109,2020-08-03 17:00:00,2020-08-03 17:45:00,45,8,18
438,2020-09-10 18:00:00,2020-09-10 18:45:00,45,45,54
649,2020-11-20 13:15:00,2020-11-20 13:45:00,30,34,45
1917,2020-12-02 09:00:00,2020-12-02 10:00:00,60,9,30
1389,2020-11-19 12:45:00,2020-11-19 13:15:00,30,37,7
861,2020-08-22 16:00:00,2020-08-22 16:45:00,45,3,6
875,2020-11-28 16:00:00,2020-11-28 16:45:00,45,3,6
989,2020-09-14 09:00:00,2020-09-14 09:45:00,45,29,49
697,2020-11-06 18:00:00,2020-11-06 18:45:00,45,28,45
1312,2020-09-29 12:30:00,2020-09-29 13:15:00,45,44,40
1118,2020-10-05 17:00:00,2020-10-05 17:45:00,45,8,18
1257,2020-08-11 09:15:00,2020-08-11 10:00:00,45,1,28
429,2021-01-07 12:00:00,2021-01-07 12:30:00,30,26,52
1172,2020-11-02 19:00:00,2020-11-02 19:30:00,30,23,8
1289,2020-10-06 11:00:00,2020-10-06 11:45:00,45,24,5
739,2020-09-11 20:00:00,2020-09-11 21:00:00,60,8,18
1316,2020-10-27 12:30:00,2020-10-27 13:15:00,45,44,40
2050,2020-09-24 19:00:00,2020-09-24 19:45:00,45,45,54
1400,2020-08-25 17:30:00,2020-08-25 18:15:00,45,7,17
1309,2020-09-08 12:30:00,2020-09-08 13:15:00,45,44,40
1283,2020-08-25 11:00:00,2020-08-25 11:45:00,45,24,5
1520,2020-09-06 11:15:00,2020-09-06 12:00:00,45,4,8
730,2021-01-01 19:00:00,2021-01-01 19:45:00,45,38,43
1572,2020-11-08 10:45:00,2020-11-08 11:30:00,45,4,8
1624,2020-11-30 19:45:00,2020-11-30 20:30:00,45,39,44
1319,2020-11-17 12:30:00,2020-11-17 13:15:00,45,71,49
792,2020-10-03 12:15:00,2020-10-03 13:00:00,45,39,44
819,2020-10-17 14:00:00,2020-10-17 14:45:00,45,40,39
881,2021-01-09 16:00:00,2021-01-09 16:45:00,45,91,10
1142,2020-09-28 18:00:00,2020-09-28 18:45:00,45,43,13
2071,2021-02-18 19:00:00,2021-02-18 19:45:00,45,109,54
1170,2020-10-19 19:00:00,2020-10-19 19:30:00,30,23,8
1152,2020-12-07 18:00:00,2020-12-07 18:45:00,45,43,13
1008,2020-08-03 10:00:00,2020-08-03 10:45:00,45,41,21
1169,2020-10-12 19:00:00,2020-10-12 19:30:00,30,23,8
1803,2021-05-25 07:30:00,2021-05-25 08:15:00,45,11,29
805,2021-01-02 12:15:00,2021-01-02 13:00:00,45,41,21
872,2020-11-07 16:00:00,2020-11-07 16:45:00,45,3,6
817,2020-10-03 14:00:00,2020-10-03 14:45:00,45,40,39
1375,2020-08-13 12:45:00,2020-08-13 13:15:00,30,37,7
1671,2020-12-21 07:15:00,2020-12-21 08:00:00,45,5,17
1537,2020-12-05 17:00:00,2020-12-05 17:45:00,45,46,42
709,2020-08-07 19:00:00,2020-08-07 19:45:00,45,38,43
1507,2020-12-16 13:00:00,2020-12-16 13:30:00,30,14,36
1060,2020-08-10 12:15:00,2020-08-10 12:45:00,30,42,27
660,2020-08-14 17:00:00,2020-08-14 17:45:00,45,37,7
718,2020-10-09 19:00:00,2020-10-09 19:45:00,45,38,43
838,2020-09-05 15:00:00,2020-09-05 15:45:00,45,8,18
784,2020-08-08 12:15:00,2020-08-08 13:00:00,45,39,44
782,2021-01-16 11:15:00,2021-01-16 12:00:00,45,94,16
1176,2020-11-30 19:00:00,2020-11-30 19:30:00,30,23,8
1514,2020-08-22 11:15:00,2020-08-22 12:00:00,45,31,13
705,2021-01-01 18:00:00,2021-01-01 18:45:00,45,28,45
827,2020-12-12 14:00:00,2020-12-12 14:45:00,45,40,39
738,2020-09-04 20:00:00,2020-09-04 21:00:00,60,8,18
1923,2021-01-13 09:00:00,2021-01-13 10:00:00,60,9,30
1668,2020-11-30 07:15:00,2020-11-30 08:00:00,45,5,17
1332,2020-08-04 11:00:00,2020-08-04 11:45:00,45,24,5
1528,2020-10-03 17:00:00,2020-10-03 17:45:00,45,46,42
1065,2020-09-14 12:15:00,2020-09-14 12:45:00,30,42,27
1291,2020-10-20 11:00:00,2020-10-20 11:45:00,45,24,5
1182,2021-01-11 19:00:00,2021-01-11 19:30:00,30,23,8
1565,2020-09-20 11:15:00,2020-09-20 12:00:00,45,4,8
1135,2020-08-10 18:00:00,2020-08-10 18:45:00,45,43,13
1387,2020-11-05 12:45:00,2020-11-05 13:15:00,30,37,7
702,2020-12-11 18:00:00,2020-12-11 18:45:00,45,28,45
1184,2020-08-03 20:00:00,2020-08-03 20:45:00,45,39,44
1395,2020-12-31 12:45:00,2020-12-31 13:15:00,30,37,7
772,2020-11-07 11:15:00,2020-11-07 12:00:00,45,31,13
1180,2020-12-28 19:00:00,2020-12-28 19:30:00,30,88,16
2057,2020-11-12 19:00:00,2020-11-12 19:45:00,45,45,54
1381,2020-09-24 12:45:00,2020-09-24 13:15:00,30,37,7
1475,2020-09-28 13:00:00,2020-09-28 13:35:00,35,27,35
1315,2020-10-20 12:30:00,2020-10-20 13:15:00,45,44,40
1320,2020-11-24 12:30:00,2020-11-24 13:15:00,45,71,49
1616,2020-10-05 19:45:00,2020-10-05 20:30:00,45,39,44
814,2020-09-12 14:00:00,2020-09-12 14:45:00,45,40,39
1519,2020-08-24 20:00:00,2020-08-24 20:45:00,45,39,44
1665,2020-11-09 07:15:00,2020-11-09 08:00:00,45,5,17
1394,2020-12-24 12:45:00,2020-12-24 13:15:00,30,37,7
1167,2020-09-28 19:00:00,2020-09-28 19:30:00,30,23,8
1120,2020-10-19 17:00:00,2020-10-19 17:45:00,45,8,18
1073,2020-11-09 12:15:00,2020-11-09 12:45:00,30,42,27
1148,2020-11-09 18:00:00,2020-11-09 18:45:00,45,43,13
1114,2020-09-07 17:00:00,2020-09-07 17:45:00,45,8,18
1396,2021-01-07 12:45:00,2021-01-07 13:15:00,30,37,7
1160,2020-08-10 19:00:00,2020-08-10 19:30:00,30,23,8
1061,2020-08-17 12:15:00,2020-08-17 12:45:00,30,42,27
1242,2020-10-13 08:30:00,2020-10-13 09:00:00,30,17,41
1890,2021-05-04 19:30:00,2021-05-04 20:15:00,45,41,21
828,2020-12-19 14:00:00,2020-12-19 14:45:00,45,40,39
1139,2020-09-07 18:00:00,2020-09-07 18:45:00,45,43,13
1495,2020-09-23 13:00:00,2020-09-23 13:30:00,30,14,36
1799,2021-03-30 07:30:00,2021-03-30 08:15:00,45,11,29
1770,2021-01-12 07:30:00,2021-01-12 08:15:00,45,11,29
737,2020-08-28 20:00:00,2020-08-28 21:00:00,60,8,18
1530,2020-10-17 17:00:00,2020-10-17 17:45:00,45,46,42
1221,2020-08-18 07:15:00,2020-08-18 08:00:00,45,11,29
693,2020-10-09 18:00:00,2020-10-09 18:45:00,45,28,45
831,2021-01-09 14:00:00,2021-01-09 14:45:00,45,40,39
789,2020-09-12 12:15:00,2020-09-12 13:00:00,45,39,44
844,2020-10-17 15:00:00,2020-10-17 15:45:00,45,8,18
823,2020-11-14 14:00:00,2020-11-14 14:45:00,45,40,39
870,2020-10-24 16:00:00,2020-10-24 16:45:00,45,3,6
1306,2020-08-18 12:30:00,2020-08-18 13:15:00,45,44,40
1892,2021-05-18 19:30:00,2021-05-18 20:15:00,45,41,21
811,2020-08-22 14:00:00,2020-08-22 14:45:00,45,40,39
985,2020-08-17 09:00:00,2020-08-17 09:45:00,45,29,49
763,2020-09-05 11:15:00,2020-09-05 12:00:00,45,31,13
2055,2020-10-29 19:00:00,2020-10-29 19:45:00,45,45,54
1511,2021-01-13 13:00:00,2021-01-13 13:30:00,30,14,36
1630,2021-01-11 19:45:00,2021-01-11 20:30:00,45,39,44
1128,2020-12-14 17:00:00,2020-12-14 17:45:00,45,8,18
1313,2020-10-06 12:30:00,2020-10-06 13:15:00,45,44,40
912,2020-08-30 11:15:00,2020-08-30 12:00:00,45,4,12
1569,2020-10-18 10:45:00,2020-10-18 11:30:00,45,4,8
1210,2020-08-25 07:15:00,2020-08-25 08:00:00,45,11,29
1470,2020-08-24 13:00:00,2020-08-24 13:35:00,35,27,35
1237,2020-09-08 08:30:00,2020-09-08 09:00:00,30,17,41
2205,2020-12-04 15:45:00,2020-12-04 16:45:00,60,8,18
865,2020-09-19 16:00:00,2020-09-19 16:45:00,45,3,6
1211,2020-09-08 07:15:00,2020-09-08 08:00:00,45,11,29
2488,2021-04-16 08:45:00,2021-04-16 09:45:00,60,121,10
1791,2020-12-08 07:30:00,2020-12-08 08:15:00,45,11,29
1532,2020-10-31 17:00:00,2020-10-31 17:45:00,45,46,42
1673,2021-01-04 07:15:00,2021-01-04 08:00:00,45,5,17
820,2020-10-24 14:00:00,2020-10-24 14:45:00,45,40,39
1539,2020-12-19 17:00:00,2020-12-19 17:45:00,45,46,42
2106,2020-11-19 18:00:00,2020-11-19 18:45:00,45,2,5
1860,2020-10-06 19:30:00,2020-10-06 20:15:00,45,41,21
1509,2020-12-30 13:00:00,2020-12-30 13:30:00,30,14,36
1179,2020-12-21 19:00:00,2020-12-21 19:30:00,30,23,8
1156,2021-01-04 18:00:00,2021-01-04 18:45:00,45,43,13
1469,2020-08-17 13:00:00,2020-08-17 13:35:00,35,27,35
1175,2020-11-23 19:00:00,2020-11-23 19:30:00,30,23,8
2203,2020-11-20 15:45:00,2020-11-20 16:45:00,60,8,18
1618,2020-10-19 19:45:00,2020-10-19 20:30:00,45,39,44
1166,2020-09-21 19:00:00,2020-09-21 19:30:00,30,23,8
1084,2020-08-03 13:00:00,2020-08-03 13:30:00,30,27,35
1913,2020-11-04 09:00:00,2020-11-04 10:00:00,60,9,30
879,2020-12-26 16:00:00,2020-12-26 16:45:00,45,3,6
1295,2020-11-17 11:00:00,2020-11-17 11:45:00,45,24,5
1281,2020-08-11 11:00:00,2020-08-11 11:45:00,45,24,5
1501,2020-11-04 13:00:00,2020-11-04 13:30:00,30,14,36
1872,2020-12-29 19:30:00,2020-12-29 20:15:00,45,41,21
1794,2021-01-19 07:30:00,2021-01-19 08:15:00,45,11,29
802,2020-12-12 12:15:00,2020-12-12 13:00:00,45,39,44
2082,2021-05-06 19:00:00,2021-05-06 19:45:00,45,45,54
1628,2020-12-28 19:45:00,2020-12-28 20:30:00,45,64,24
798,2020-11-14 12:15:00,2020-11-14 13:00:00,45,39,44
1171,2020-10-26 19:00:00,2020-10-26 19:30:00,30,23,8
803,2020-12-19 12:15:00,2020-12-19 13:00:00,45,39,44
1119,2020-10-12 17:00:00,2020-10-12 17:45:00,45,8,18
1143,2020-10-05 18:00:00,2020-10-05 18:45:00,45,43,13
1446,2020-08-17 07:15:00,2020-08-17 08:00:00,45,5,17
1767,2020-12-01 07:30:00,2020-12-01 08:15:00,45,11,29
863,2020-09-05 16:00:00,2020-09-05 16:45:00,45,3,6
1137,2020-08-24 18:00:00,2020-08-24 18:45:00,45,43,13
797,2020-11-07 12:15:00,2020-11-07 13:00:00,45,41,21
2813,2020-10-20 17:30:00,2020-10-20 18:15:00,45,7,17
2463,2020-10-23 08:45:00,2020-10-23 09:45:00,60,12,6
1812,2020-10-13 09:30:00,2020-10-13 10:15:00,45,1,28
2410,2020-09-18 12:15:00,2020-09-18 13:00:00,45,49,17
1140,2020-09-14 18:00:00,2020-09-14 18:45:00,45,43,13
1383,2020-10-08 12:45:00,2020-10-08 13:15:00,30,37,7
1384,2020-10-15 12:45:00,2020-10-15 13:15:00,30,37,7
3189,2021-02-08 09:15:00,2021-02-08 10:00:00,45,29,49
1500,2020-10-28 13:00:00,2020-10-28 13:30:00,30,14,36
791,2020-09-26 12:15:00,2020-09-26 13:00:00,45,39,44
1290,2020-10-13 11:00:00,2020-10-13 11:45:00,45,24,5
2818,2020-11-24 17:30:00,2020-11-24 18:15:00,45,7,17
876,2020-12-05 16:00:00,2020-12-05 16:45:00,45,3,6
1522,2020-09-24 20:00:00,2020-09-24 20:45:00,45,30,41
1294,2020-11-10 11:00:00,2020-11-10 11:45:00,45,24,5
1818,2020-11-24 09:30:00,2020-11-24 10:15:00,45,1,30
2810,2020-09-29 17:30:00,2020-09-29 18:15:00,45,7,17
1893,2021-05-25 19:30:00,2021-05-25 20:15:00,45,41,21
1380,2020-09-17 12:45:00,2020-09-17 13:15:00,30,37,7
1675,2021-01-18 07:15:00,2021-01-18 08:00:00,45,5,17
1570,2020-10-25 10:45:00,2020-10-25 11:30:00,45,4,8
1870,2020-12-15 19:30:00,2020-12-15 20:15:00,45,41,21
1659,2020-09-28 07:15:00,2020-09-28 08:00:00,45,5,17
1498,2020-10-14 13:00:00,2020-10-14 13:30:00,30,14,36
1664,2020-11-02 07:15:00,2020-11-02 08:00:00,45,5,17
1282,2020-08-18 11:00:00,2020-08-18 11:45:00,45,24,5
1503,2020-11-18 13:00:00,2020-11-18 13:30:00,30,14,36
1181,2021-01-04 19:00:00,2021-01-04 19:30:00,30,23,8
2207,2020-12-18 15:45:00,2020-12-18 16:45:00,60,8,18
1762,2020-09-22 07:15:00,2020-09-22 08:00:00,45,11,29
1508,2020-12-23 13:00:00,2020-12-23 13:30:00,30,14,36
1317,2020-11-03 12:30:00,2020-11-03 13:15:00,45,44,40
2010,2020-11-19 17:00:00,2020-11-19 17:45:00,45,49,17
1300,2020-12-22 11:00:00,2020-12-22 11:45:00,45,24,5
1301,2020-12-29 11:00:00,2020-12-29 11:45:00,45,24,5
1423,2020-08-21 12:15:00,2020-08-21 13:00:00,45,49,17
1516,2020-09-04 18:00:00,2020-09-04 18:45:00,45,28,45
2064,2020-12-31 19:00:00,2020-12-31 19:45:00,45,45,54
1059,2020-08-03 12:15:00,2020-08-03 12:45:00,30,42,27
2105,2020-11-12 18:00:00,2020-11-12 18:45:00,45,2,5
815,2020-09-19 14:00:00,2020-09-19 14:45:00,45,40,39
1177,2020-12-07 19:00:00,2020-12-07 19:30:00,30,23,8
830,2021-01-02 14:00:00,2021-01-02 14:45:00,45,40,39
1154,2020-12-21 18:00:00,2020-12-21 18:45:00,45,43,13
1529,2020-10-10 17:00:00,2020-10-10 17:45:00,45,46,42
1921,2020-12-30 09:00:00,2020-12-30 10:00:00,60,9,30
1010,2020-08-17 10:00:00,2020-08-17 10:45:00,45,41,21
824,2020-11-21 14:00:00,2020-11-21 14:45:00,45,40,39
2817,2020-11-17 17:30:00,2020-11-17 18:15:00,45,7,17
2484,2021-03-19 08:45:00,2021-03-19 09:45:00,60,12,6
1879,2021-02-16 19:30:00,2021-02-16 20:15:00,45,41,21
3121,2020-11-20 10:00:00,2020-11-20 10:45:00,45,29,49
1424,2020-08-28 12:15:00,2020-08-28 13:00:00,45,49,17
1502,2020-11-11 13:00:00,2020-11-11 13:30:00,30,14,36
1068,2020-10-05 12:15:00,2020-10-05 12:45:00,30,42,27
1386,2020-10-29 12:45:00,2020-10-29 13:15:00,30,37,7
1909,2020-10-07 09:00:00,2020-10-07 10:00:00,60,9,30
3244,2021-03-01 10:15:00,2021-03-01 10:45:00,30,53,21
1535,2020-11-21 17:00:00,2020-11-21 17:45:00,45,46,42
1121,2020-10-26 17:00:00,2020-10-26 17:45:00,45,8,18
1497,2020-10-07 13:00:00,2020-10-07 13:30:00,30,14,36
2832,2021-03-02 17:30:00,2021-03-02 18:15:00,45,7,17
1183,2021-01-18 19:00:00,2021-01-18 19:30:00,30,23,8
2005,2020-10-15 17:00:00,2020-10-15 17:45:00,45,49,17
2830,2021-02-16 17:30:00,2021-02-16 18:15:00,45,7,17
1884,2021-03-23 19:30:00,2021-03-23 20:15:00,45,41,21
1862,2020-10-20 19:30:00,2020-10-20 20:15:00,45,41,21
1916,2020-11-25 09:00:00,2020-11-25 10:00:00,60,9,30
862,2020-08-29 16:00:00,2020-08-29 16:45:00,45,3,6
1792,2020-12-22 07:30:00,2020-12-22 08:15:00,45,11,29
2576,2020-09-28 08:30:00,2020-09-28 09:00:00,30,25,42
1888,2021-04-20 19:30:00,2021-04-20 20:15:00,45,41,21
1795,2021-02-02 07:30:00,2021-02-02 08:15:00,45,9,30
1568,2020-10-11 10:45:00,2020-10-11 11:30:00,45,4,8
1763,2020-10-06 07:30:00,2020-10-06 08:15:00,45,11,29
1304,2021-01-19 11:00:00,2021-01-19 11:45:00,45,24,5
1793,2021-01-05 07:30:00,2021-01-05 08:15:00,45,11,29
1623,2020-11-23 19:45:00,2020-11-23 20:30:00,45,39,44
2480,2021-02-19 08:45:00,2021-02-19 09:45:00,60,12,6
1388,2020-11-12 12:45:00,2020-11-12 13:15:00,30,37,7
2469,2020-12-04 08:45:00,2020-12-04 09:45:00,60,12,6
2099,2020-10-01 18:00:00,2020-10-01 18:45:00,45,2,5
1308,2020-09-01 12:30:00,2020-09-01 13:15:00,45,44,40
1621,2020-11-09 19:45:00,2020-11-09 20:30:00,45,39,44
1566,2020-09-27 10:45:00,2020-09-27 11:30:00,45,4,8
1787,2020-10-13 07:30:00,2020-10-13 08:15:00,45,11,29
2284,2021-01-14 07:15:00,2021-01-14 08:00:00,45,5,17
2073,2021-03-04 19:00:00,2021-03-04 19:45:00,45,45,54
1385,2020-10-22 12:45:00,2020-10-22 13:15:00,30,37,7
2282,2020-12-31 07:15:00,2020-12-31 08:00:00,45,5,17
1789,2020-11-10 07:30:00,2020-11-10 08:15:00,45,11,29
910,2020-08-16 11:15:00,2020-08-16 12:00:00,45,4,12
1766,2020-11-17 07:30:00,2020-11-17 08:15:00,45,11,29
852,2020-12-12 15:00:00,2020-12-12 15:45:00,45,8,18
1403,2020-09-15 17:30:00,2020-09-15 18:15:00,45,7,17
1962,2020-11-18 11:30:00,2020-11-18 12:00:00,30,52,47
2072,2021-02-25 19:00:00,2021-02-25 19:45:00,45,109,54
1112,2020-08-24 17:00:00,2020-08-24 17:45:00,45,8,18
826,2020-12-05 14:00:00,2020-12-05 14:45:00,45,40,39
2870,2021-01-08 12:15:00,2021-01-08 12:45:00,30,54,34
2883,2021-04-09 12:15:00,2021-04-09 12:45:00,30,54,34
1956,2020-10-07 11:00:00,2020-10-07 11:30:00,30,52,47
3123,2020-11-10 17:30:00,2020-11-10 18:15:00,45,9,30
1526,2020-09-19 17:00:00,2020-09-19 17:45:00,45,46,42
1768,2020-12-15 07:30:00,2020-12-15 08:15:00,45,11,29
1072,2020-11-02 12:15:00,2020-11-02 12:45:00,30,42,27
1398,2020-08-11 17:30:00,2020-08-11 18:15:00,45,7,17
2016,2020-12-31 17:00:00,2020-12-31 17:45:00,45,49,17
1796,2021-02-16 07:30:00,2021-02-16 08:15:00,45,11,29
1138,2020-08-31 18:00:00,2020-08-31 18:45:00,45,43,13
1911,2020-10-21 09:00:00,2020-10-21 10:00:00,60,9,30
2869,2021-01-01 12:15:00,2021-01-01 12:45:00,30,54,34
1541,2021-01-02 17:00:00,2021-01-02 17:45:00,45,46,42
2058,2020-11-19 19:00:00,2020-11-19 19:45:00,45,45,54
1771,2021-01-26 07:30:00,2021-01-26 08:15:00,45,11,29
2822,2020-12-22 17:30:00,2020-12-22 18:15:00,45,7,17
2879,2021-03-12 12:15:00,2021-03-12 12:45:00,30,54,34
2206,2020-12-11 15:45:00,2020-12-11 16:45:00,60,8,18
2061,2020-12-10 19:00:00,2020-12-10 19:45:00,45,45,54
1772,2021-02-09 07:30:00,2021-02-09 08:15:00,45,11,29
1907,2020-09-23 09:00:00,2020-09-23 09:45:00,45,9,30
1499,2020-10-21 13:00:00,2020-10-21 13:30:00,30,14,36
1798,2021-03-16 07:30:00,2021-03-16 08:15:00,45,11,29
2814,2020-10-27 17:30:00,2020-10-27 18:15:00,45,7,17
2107,2020-11-26 18:00:00,2020-11-26 18:45:00,45,2,5
1858,2020-09-22 19:30:00,2020-09-22 20:00:00,30,17,41
1881,2021-03-02 19:30:00,2021-03-02 20:15:00,45,41,21
2069,2021-02-04 19:00:00,2021-02-04 19:45:00,45,45,54
1866,2020-11-17 19:30:00,2020-11-17 20:15:00,45,41,21
1662,2020-10-19 07:15:00,2020-10-19 08:00:00,45,5,17
3009,2021-01-12 13:30:00,2021-01-12 14:00:00,30,16,15
1919,2020-12-16 09:00:00,2020-12-16 10:00:00,60,9,30
1536,2020-11-28 17:00:00,2020-11-28 17:45:00,45,46,42
1374,2020-08-06 12:45:00,2020-08-06 13:15:00,30,37,7
2271,2020-10-15 07:15:00,2020-10-15 08:00:00,45,5,17
1788,2020-10-27 07:30:00,2020-10-27 08:15:00,45,11,29
1800,2021-04-13 07:30:00,2021-04-13 08:15:00,45,11,29
1864,2020-11-03 19:30:00,2020-11-03 20:15:00,45,41,21
2473,2021-01-01 08:45:00,2021-01-01 09:45:00,60,12,6
2112,2020-12-31 18:00:00,2020-12-31 18:45:00,45,2,5
1786,2020-09-29 07:30:00,2020-09-29 08:15:00,45,11,29
2481,2021-02-26 08:45:00,2021-02-26 09:45:00,60,12,6
1880,2021-02-23 19:30:00,2021-02-23 20:15:00,45,41,21
1776,2021-04-06 07:30:00,2021-04-06 08:15:00,45,131,32
1158,2021-01-18 18:00:00,2021-01-18 18:45:00,45,43,13
1314,2020-10-13 12:30:00,2020-10-13 13:15:00,45,44,40
1478,2020-10-19 13:00:00,2020-10-19 13:35:00,35,27,35
2014,2020-12-17 17:00:00,2020-12-17 17:45:00,45,49,17
1318,2020-11-10 12:30:00,2020-11-10 13:15:00,45,44,40
1350,2020-08-08 17:00:00,2020-08-08 17:45:00,45,46,42
836,2020-08-22 15:00:00,2020-08-22 15:45:00,45,8,18
2904,2020-10-08 20:00:00,2020-10-08 20:45:00,45,30,41
3058,2020-11-01 09:45:00,2020-11-01 10:15:00,30,61,8
2083,2021-05-13 19:00:00,2021-05-13 19:45:00,45,45,54
3141,2020-11-15 17:00:00,2020-11-15 18:00:00,60,67,8
1538,2020-12-12 17:00:00,2020-12-12 17:45:00,45,46,42
1873,2021-01-05 19:30:00,2021-01-05 20:15:00,45,41,21
1116,2020-09-21 17:00:00,2020-09-21 17:45:00,45,8,18
1447,2020-08-24 07:15:00,2020-08-24 08:00:00,45,5,17
2060,2020-12-03 19:00:00,2020-12-03 19:45:00,45,45,54
3483,2021-01-14 10:00:00,2021-01-14 10:45:00,45,73,24
2063,2020-12-24 19:00:00,2020-12-24 19:45:00,45,45,54
1223,2020-09-15 07:15:00,2020-09-15 08:00:00,45,11,29
2905,2020-10-15 20:00:00,2020-10-15 20:45:00,45,30,41
1778,2021-05-04 07:30:00,2021-05-04 08:15:00,45,11,29
2070,2021-02-11 19:00:00,2021-02-11 19:45:00,45,109,54
2479,2021-02-12 08:45:00,2021-02-12 09:45:00,60,12,6
3003,2020-12-01 13:30:00,2020-12-01 14:00:00,30,50,15
2579,2020-10-19 08:30:00,2020-10-19 09:00:00,30,25,42
2084,2021-05-20 19:00:00,2021-05-20 19:45:00,45,45,54
2199,2020-10-23 15:45:00,2020-10-23 16:45:00,60,8,18
1912,2020-10-28 09:00:00,2020-10-28 10:00:00,60,9,30
2554,2020-10-25 11:45:00,2020-10-25 12:30:00,45,51,42
1663,2020-10-26 07:15:00,2020-10-26 08:00:00,45,5,17
2865,2020-12-04 12:15:00,2020-12-04 12:45:00,30,54,34
2111,2020-12-24 18:00:00,2020-12-24 18:45:00,45,2,5
2006,2020-10-22 17:00:00,2020-10-22 17:45:00,45,49,17
1883,2021-03-16 19:30:00,2021-03-16 20:15:00,45,41,21
2627,2020-10-26 09:15:00,2020-10-26 10:00:00,45,29,49
1960,2020-11-04 11:30:00,2020-11-04 12:00:00,30,52,47
1670,2020-12-14 07:15:00,2020-12-14 08:00:00,45,5,17
3107,2020-11-09 13:00:00,2020-11-09 13:30:00,30,36,49
1957,2020-10-14 11:30:00,2020-10-14 12:00:00,30,52,47
2278,2020-12-03 07:15:00,2020-12-03 08:00:00,45,5,17
2623,2020-09-28 09:15:00,2020-09-28 10:00:00,45,29,49
1625,2020-12-07 19:45:00,2020-12-07 20:30:00,45,64,24
1868,2020-12-01 19:30:00,2020-12-01 20:15:00,45,41,21
1869,2020-12-08 19:30:00,2020-12-08 20:15:00,45,41,21
1814,2020-10-27 09:30:00,2020-10-27 10:15:00,45,1,28
2485,2021-03-26 08:45:00,2021-03-26 09:45:00,60,12,6
2289,2021-02-18 07:15:00,2021-02-18 08:00:00,45,5,17
1885,2021-03-30 19:30:00,2021-03-30 20:15:00,45,41,21
2864,2020-11-27 12:15:00,2020-11-27 12:45:00,30,54,34
1955,2020-09-30 11:30:00,2020-09-30 12:00:00,30,52,47
1790,2020-11-24 07:30:00,2020-11-24 08:15:00,45,11,29
1164,2020-09-07 19:00:00,2020-09-07 19:30:00,30,23,8
1515,2020-09-04 13:15:00,2020-09-04 13:45:00,30,34,45
1918,2020-12-09 09:00:00,2020-12-09 10:00:00,60,9,30
2280,2020-12-17 07:15:00,2020-12-17 08:00:00,45,5,17
2269,2020-10-01 07:15:00,2020-10-01 08:00:00,45,5,17
1496,2020-09-30 13:00:00,2020-09-30 13:30:00,30,14,36
1494,2020-09-16 13:00:00,2020-09-16 13:30:00,30,14,36
1111,2020-08-17 17:00:00,2020-08-17 17:45:00,45,8,18
3137,2021-01-07 20:00:00,2021-01-07 20:30:00,30,33,43
3089,2020-11-04 16:00:00,2020-11-04 16:30:00,30,36,49
2195,2020-09-25 15:45:00,2020-09-25 16:45:00,60,8,18
3464,2020-12-10 11:45:00,2020-12-10 12:02:00,17,78,17
1669,2020-12-07 07:15:00,2020-12-07 08:00:00,45,5,17
1959,2020-10-28 11:30:00,2020-10-28 12:00:00,30,52,47
1145,2020-10-19 18:00:00,2020-10-19 18:45:00,45,43,13
1505,2020-12-02 13:00:00,2020-12-02 13:30:00,30,14,36
2101,2020-10-15 18:00:00,2020-10-15 18:45:00,45,2,5
2012,2020-12-03 17:00:00,2020-12-03 17:45:00,45,49,17
2907,2020-10-16 10:00:00,2020-10-16 10:35:00,35,27,35
2003,2020-10-01 17:00:00,2020-10-01 17:45:00,45,49,17
2906,2020-10-09 10:00:00,2020-10-09 10:35:00,35,27,35
3286,2020-12-21 08:30:00,2020-12-21 09:00:00,30,25,42
2888,2021-05-14 12:15:00,2021-05-14 12:45:00,30,54,34
2208,2020-12-25 15:45:00,2020-12-25 16:45:00,60,8,18
2672,2020-10-12 10:15:00,2020-10-12 10:45:00,30,53,21
2467,2020-11-20 08:45:00,2020-11-20 09:45:00,60,70,17
3004,2020-12-08 13:30:00,2020-12-08 14:00:00,30,50,15
